id,date,ticker,emo_label,senti_label,original,processed,,,,,
107087,2020/11/19,BA,panic,bearish,$BA holding put since open today. Cheap ones too. Huge pay out tomorrow.??,Boeing holding put since open today. Cheap ones too. Huge pay out tomorrow. [chart decreasing],,,,,
107088,2020/11/19,AAPL,panic,bearish,"$AAPL overall market is ?í© , tech apple is going down as well. Drop to $112 and friday 109.","Apple overall market is  [pile of poo]  , tech apple is going down as well. Drop to $112 and friday 109.",,,,,
107089,2020/11/19,BA,disgust,bearish,$BA short this ?ê∑ Target 180 today,Boeing short this  [pig face]  Target 180 today,,,,,
107090,2020/11/19,TSLA,confusion,bullish,$TSLA  I said open 510$ yesterday confidant with all the positive factors backing our company right now. I would love to see it be close ?? foresight is key.,Tesla  I said open 510$ yesterday confidant with all the positive factors backing our company right now. I would love to see it be close  [face with monocle]  foresight is key.,,,,,
107091,2020/11/19,TSLA,anxiety,bullish,$TSLA $520... my guess is bigger ?????í™,Tesla $520... my guess is bigger  [thinking face]  [beaming face with smiling eyes]  [flexed biceps],,,,,
107092,2020/11/19,TSLA,anxiety,bullish,$TSLA I would sale at $486 before close yesterday ?§¶?ç‚?Ô∏?Tesla I would sale at $486 before close yesterday  [man facepalming],,,,,,
107093,2020/11/19,CCL,panic,bearish,$CCL  so many bulls bought at the high lying saying they have been holding since 12 or so ?§° it?ôs ok stop chasing. go listen to when it all fall down by Kanye west,Carnival  so many bulls bought at the high lying saying they have been holding since 12 or so  [clown face]  it?ôs ok stop chasing. go listen to when it all fall down by Kanye west,,,,,
107094,2020/11/19,TSLA,disgust,bullish,$TSLA Will it ever stop? When we see a  bigger correction? 1000$? ??,Tesla Will it ever stop? When we see a  bigger correction? 1000$?  [face with tears of joy],,,,,
107095,2020/11/19,BA,disgust,bearish,"$BA lmao bulls. Back to 165, ??????","Boeing lmao bulls. Back to 165,  [face with tears of joy]   ",,,,,
107096,2020/11/19,BA,anxiety,bearish,$BA bulls so confident but won't spend 201 ?§¶?èø?ç‚?Ô∏?Boeing bulls so confident but won't spend 201  [man facepalming dark skin tone],,,,,,
107097,2020/11/19,TSLA,optimism,bullish,$TSLA let?ôs break past 500 today ???èº,Tesla let?ôs break past 500 today  [sign of the horns medium light skin tone],,,,,
107098,2020/11/19,TSLA,excitement,bullish,$TSLA here we go!  Punching thru!!?????á∫?á∏?á∫?á∏????,Tesla here we go!  Punching thru!! [rocket]   [United States],,,,,
107099,2020/11/19,DIS,panic,bearish,"$DIS Lockdown #2 coming after thanksgiving ?????? 10k cases a day in Florida, you?ôd be psychotic to go to Disney world.","Disney Lockdown #2 coming after thanksgiving  [chart decreasing]    10k cases a day in Florida, you?ôd be psychotic to go to Disney world.",,,,,
107100,2020/11/19,TSLA,disgust,bullish,$TSLA If this breaks $500 we seeing $520??,Tesla If this breaks $500 we seeing $520 [beaming face with smiling eyes],,,,,
107101,2020/11/19,TSLA,excitement,bullish,"$TSLA SHES ABOUT TO BLOW !!
$500 ????????????","Tesla SHES ABOUT TO BLOW !!
$500  [rocket]      ",,,,,
107102,2020/11/19,TSLA,optimism,bullish,$TSLA New 52 high coming soon ??,Tesla New 52 high coming soon  [sign of the horns],,,,,
107103,2020/11/19,TSLA,disgust,bullish,$TSLA  all the people that was thinking about they short positions yesterday no worries no fears your money gone ?§∑?èæ?ç‚?Ô∏èü§?ü§?ü§?ü§?ü§?ü§?Tesla  all the people that was thinking about they short positions yesterday no worries no fears your money gone  [man shrugging medium dark skin tone]  [rolling on the floor laughing],,,,,,
107104,2020/11/19,TSLA,excitement,bullish,$TSLA wooooo whoooo !! It broke 500!! ?í´?í´?í´?í´?í´?í´?í•?í•?í•?í•?í•?î•?å™?å™?å™?å™?å™?å™?î•?î•?î•?î•?î•?î•,Tesla wooooo whoooo !! It broke 500!!  [dizzy]       [collision]      [fire]  [tornado],,,,,
107105,2020/11/19,TSLA,anxiety,bullish,$TSLA I?ôll sell at around 1k ?ò¨,Tesla I?ôll sell at around 1k  [grimacing face],,,,,
107106,2020/11/19,TSLA,anxiety,bullish,$TSLA   I?ôve been in this stock a long time and we?ôve seen incredible successes.  Yet the bears still think they are going to win. ?§∑?ç‚?Ô∏èü§?Keep trying cubbies.,"Tesla   I?ôve been in this stock a long time and we?ôve seen incredible successes.  Yet the bears still think they are going to win.  [woman shrugging]  [rolling on the floor laughing] 
Keep trying cubbies.",,,,,
107107,2020/11/19,TSLA,optimism,bullish,"$TSLA can all bears leave please, we don't need that negative energy ??","Tesla can all bears leave please, we don't need that negative energy  [winking face] ",,,,,
107108,2020/11/19,TSLA,surprise,bullish,$TSLA hmmm a lot of unknowns right now especially involving covid. I would wait for a pullback then load up! I believe this will hit 1k by end of next year ??????,Tesla hmmm a lot of unknowns right now especially involving covid. I would wait for a pullback then load up! I believe this will hit 1k by end of next year  [rocket],,,,,
107109,2020/11/19,V,optimism,bearish,$V going back down to $207 to fill these mini gaps ??,Visa going back down to $207 to fill these mini gaps  [face with monocle],,,,,
107110,2020/11/19,BA,surprise,bearish,$BA wow almost the exact same pattern as happened around $204.86 before it took another leg down ?ò¨,Boeing wow almost the exact same pattern as happened around $204.86 before it took another leg down  [grimacing face],,,,,
107111,2020/11/19,TSLA,belief,bullish,$TSLA one more chance ?? buy the dip,Tesla one more chance  [rocket]  buy the dip,,,,,
107112,2020/11/19,TSLA,optimism,bullish,"$TSLA Longer term $1,000 is inevitable.  Perhaps 2022 or so.  ??","Tesla Longer term $1,000 is inevitable.  Perhaps 2022 or so.   [thumbs up] ",,,,,
107113,2020/11/19,AAPL,optimism,bearish,"$AAPL oh boy, and it?ôs sell Friday tomorrow ??","Apple oh boy, and it?ôs sell Friday tomorrow  [face savoring food] ",,,,,
107114,2020/11/19,TSLA,optimism,bullish,$TSLA lets get this back to 4 digits in the coming months ????????,Tesla lets get this back to 4 digits in the coming months  [sign of the horns]  [rocket],,,,,
107115,2020/11/19,PFE,anxiety,bullish,$PFE triangle wedge getting tight??. Big move coming in the next coming month,Pfizer triangle wedge getting tight [eyes] . Big move coming in the next coming month,,,,,
107116,2020/11/19,TSLA,excitement,bullish,"$TSLA 
Looks like an investor buying opportunity 
Scared money don?ôt make money ?? buy and forget my guys","Tesla 
Looks like an investor buying opportunity 
Scared money don?ôt make money  [chart increasing]  buy and forget my guys",,,,,
107117,2020/11/19,TSLA,amusement,bullish,$TSLA we ain?ôt done gummy bears?? 550 next week,Tesla we ain?ôt done gummy bears [face with tears of joy]  550 next week,,,,,
107118,2020/11/19,BABA,excitement,bullish,$BABA Some greens on a Green Day????,Alibaba Some greens on a Green Day [winking face]  [money mouth face],,,,,
107119,2020/11/20,BABA,excitement,bullish,$BABA possibly go to check 230 but then will fly to 340????,Alibaba possibly go to check 230 but then will fly to 340 [rocket],,,,,
107120,2020/11/20,BABA,optimism,bullish,$BABA if its continued this way we might see 270 close tomorrow.. I wish ??,Alibaba if its continued this way we might see 270 close tomorrow.. I wish  [slightly smiling face],,,,,
107121,2020/11/20,BA,optimism,bullish,"$BA I had a feeling today it might gap up $220 above and reach $230, don't say I didn't warn you, shorties????","Boeing I had a feeling today it might gap up $220 above and reach $230, don't say I didn't warn you, shorties [face with tears of joy]  ",,,,,
107122,2020/11/20,BABA,optimism,bullish,"$BABA that future last night must of shook a lot of weak MF hands out,let?ôs ride ?§™?¶æ","Alibaba that future last night must of shook a lot of weak MF hands out,let?ôs ride  [zany face]  [mechanical arm] ",,,,,
107123,2020/11/20,NVDA,anxiety,bullish,$NVDA this hasn?ôt budged ???îπ it?ôs coiling up,NVIDIA this hasn?ôt budged ?? [small blue diamond]  it?ôs coiling up,,,,,
107124,2020/11/20,TSLA,ambiguous,bullish,"$TSLA they needed to trap more bears yesterday's dip to fuel the squeeze! Dirty man, i dont blame them for being so mad all the time????????","Tesla they needed to trap more bears yesterday's dip to fuel the squeeze! Dirty man, i dont blame them for being so mad all the time [face with tears of joy]    ",,,,,
107125,2020/11/20,TSLA,anxiety,bullish,$TSLA I have a feeling Elon will move all manufacturing to Texas and spacex to Florida with all the lockdowns in California ?ò¨,Tesla I have a feeling Elon will move all manufacturing to Texas and spacex to Florida with all the lockdowns in California  [grimacing face],,,,,
107126,2020/11/20,BABA,confusion,bullish,$BABA if we have a strong day today this could open up much higher on Monday. You may want to get in now if your not already ... ??,Alibaba if we have a strong day today this could open up much higher on Monday. You may want to get in now if your not already ...  [thinking face],,,,,
107127,2020/11/20,AMZN,disgust,bullish,"$AMZN  Even Big Money is hiding from Biden.  Suck it up buttercups, this is what many of you wanted.  Then call yourself ?úBulls?? ?? But couldn?ôt figure this one out. ??","Amazon  Even Big Money is hiding from Biden.  Suck it up buttercups, this is what many of you wanted.  Then call yourself ?úBulls??  [face with tears of joy]  But couldn?ôt figure this one out.  ",,,,,
107128,2020/11/20,TSLA,belief,bullish,"$TSLA only time I can see Tesla going down is because of Thanksgiving holiday. Besides that, this is going to keep flying 650-700 ???î•?î•?î• until inclusion day","Tesla only time I can see Tesla going down is because of Thanksgiving holiday. Besides that, this is going to keep flying 650-700  [rocket]  [fire]    until inclusion day",,,,,
107129,2020/11/20,BABA,confusion,bullish,$BABA 400 by summer 2021 seems reasonable ??,Alibaba 400 by summer 2021 seems reasonable  [face with monocle],,,,,
107130,2020/11/20,AMZN,optimism,bullish,$AMZN just kill 100SMA 3170 and we good for next week ??,Amazon just kill 100SMA 3170 and we good for next week  [thumbs up],,,,,
107131,2020/11/20,BABA,optimism,bullish,$BABA my 2/19/21 260s are blowing up! ?çæ?çæ?çæ???èΩ,Alibaba my 2/19/21 260s are blowing up!  [bottle with popping cork]    [folded hands medium skin tone],,,,,
107132,2020/11/20,TSLA,confusion,bullish,"$TSLA expecting Friday sell-off as usual, get ready to add more shares before it?ôll get to another run ??","Tesla expecting Friday sell-off as usual, get ready to add more shares before it?ôll get to another run  [person running] ",,,,,
107133,2020/11/20,TSLA,amusement,bullish,$TSLA whatever you do.....have no regrets...??????,Tesla whatever you do.....have no regrets... [smiling face with sunglasses],,,,,
107134,2020/11/20,NFLX,belief,bullish,"$NFLX with the last 10 day moving avg, what so you guys expect end of this month with thanksgiving and less trades all next week ??","Netflix with the last 10 day moving avg, what so you guys expect end of this month with thanksgiving and less trades all next week  [eyes] ",,,,,
107135,2020/11/20,NVDA,disgust,bullish,$NVDA come to mommy. Trying to get filled ?§£ funny play on words,NVIDIA come to mommy. Trying to get filled  [rolling on the floor laughing]  funny play on words,,,,,
107136,2020/11/20,PFE,confusion,bearish,$PFE where are they storing the vaccine? Antarctica ???•¥,Pfizer where are they storing the vaccine? Antarctica  [face with tears of joy]  [woozy face],,,,,
107137,2020/11/20,AAPL,confusion,bullish,$AAPL these MM just baiting the $120 calls past weeks?§¶?èª?ç‚?Ô∏?Apple these MM just baiting the $120 calls past weeks [woman facepalming light skin tone],,,,,,
107138,2020/11/20,BKNG,excitement,bearish,$BKNG HELD Hostage at 2032 ?•±Tough Day...,Booking HELD Hostage at 2032  [yawning face] Tough Day...,,,,,
107139,2020/11/20,PFE,optimism,bullish,$PFE Possible entry at 36.50. Let's see plenty of catalysts on deck here ??,Pfizer Possible entry at 36.50. Let's see plenty of catalysts on deck here  [smiling face with sunglasses],,,,,
107140,2020/11/20,NVDA,confusion,bearish,"$NVDA Bulls will tell you how great earnings were. How bright the future is. 

Toxic Tea ?ïÔ?","NVIDIA Bulls will tell you how great earnings were. How bright the future is. 

Toxic Tea  [hot beverage] ",,,,,
107141,2020/11/20,TSLA,amusement,bearish,$TSLA LOVE to see the bulls get smoked today ???? enjoy ur weekend!! Haha hehe,Tesla LOVE to see the bulls get smoked today  [smiling face with sunglasses]   enjoy ur weekend!! Haha hehe,,,,,
107142,2020/11/20,BABA,confusion,bullish,$BABA anyone else see that spike to $275??,Alibaba anyone else see that spike to $275 [smirking face],,,,,
107143,2020/11/20,CCL,disgust,bearish,$CCL ?ùbuying the dip??after an offering and princess cruises is halted until march. ???ò≠???ò≠???ò≠???ò≠???ò≠??,Carnival ?ùbuying the dip??after an offering and princess cruises is halted until march.  [face with tears of joy]  [loudly crying face]          [face with head bandage],,,,,
107144,2020/11/21,CCL,disgust,bearish,"$CCL what does vaccine news have anything to do with carnival having high debt, high cash burn, and they can?ôt sail because of the CDC? ??","Carnival what does vaccine news have anything to do with carnival having high debt, high cash burn, and they can?ôt sail because of the CDC?  [face with tears of joy] ",,,,,
107145,2020/11/21,UPS,optimism,bearish,"$UPS 
Here we go. Looking forward to the hedge paying more??","United Parcel Service 
Here we go. Looking forward to the hedge paying more [grinning face with sweat] ",,,,,
107146,2020/11/21,NFLX,belief,bullish,$NFLX might see a run up due to a second lockdown scare. All of the pandemic stocks may see a run up soon??,Netflix might see a run up due to a second lockdown scare. All of the pandemic stocks may see a run up soon [rocket],,,,,
107147,2020/11/21,BABA,excitement,bullish,"$BABA   ohhhhhh she's about to  sky rocket , can u feel it ?§£?í∞?í∏????","Alibaba   ohhhhhh she's about to  sky rocket , can u feel it  [rolling on the floor laughing]  [money bag]  [money with wings]  [folded hands]  [crossed fingers] ",,,,,
107148,2020/11/23,AAPL,anger,bearish,$AAPL stick a fork in this ?í©!,Apple stick a fork in this  [pile of poo] !,,,,,
107149,2020/11/23,AAPL,anxiety,bearish,$AAPL ???? Should have hedged my commons with puts. Looking a lot like 99 in few  weeks . Smh,Apple  [eyes]  [see no evil monkey]  Should have hedged my commons with puts. Looking a lot like 99 in few  weeks . Smh,,,,,
107150,2020/11/23,AAPL,anxiety,bearish,$AAPL back to 105~110 range again in a few days ?? only,Apple back to 105~110 range again in a few days  [eyes]  only,,,,,
107151,2020/11/23,AAPL,confusion,bearish,$AAPL APPLE SECURITY HEAD ACCUSED OF BRIBING OFFICERS ?§¶?èª?ç‚?Ô∏èü§îü§∑?ª‚Äç‚?Ô∏?PUTS???,Apple APPLE SECURITY HEAD ACCUSED OF BRIBING OFFICERS  [man facepalming light skin tone]  [thinking face]  [man shrugging light skin tone]  PUTS???,,,,,
107152,2020/11/23,AAPL,anxiety,bearish,"$AAPL WARNING ?†Ô? ?ò≥,  apple was the ticker that crashed the market in March, could be a sign of possible manufacturing or distribution issues due to covid.","Apple WARNING  [warning]   [flushed face] ,  apple was the ticker that crashed the market in March, could be a sign of possible manufacturing or distribution issues due to covid.",,,,,
107153,2020/11/23,AAPL,optimism,bearish,$AAPL I made 1991 on this I?ôll rebuy again when it dips heavy ???????ö´?ö´?ö´?ö´,Apple I made 1991 on this I?ôll rebuy again when it dips heavy  [face with tongue]    [prohibited],,,,,
107154,2020/11/23,MSFT,disgust,bearish,$MSFT you guys seen a pig ?ê∑ with ?? all over it before!!! I did lmao 205 next stop ??,Microsoft you guys seen a pig  [pig face]  with  [lipstick]  all over it before!!! I did lmao 205 next stop  [face with tears of joy],,,,,
107155,2020/11/23,MSFT,anger,bearish,$MSFT only red stock on my profile! ?ò°,Microsoft only red stock on my profile!  [pouting face],,,,,
107156,2020/11/23,AAPL,disgust,bearish,$AAPL Ready to short this ponzi scheme back to 90$ ??,Apple Ready to short this ponzi scheme back to 90$  [money mouth face],,,,,
107157,2020/11/23,TSLA,surprise,bullish,"$TSLA Another GREAT NEWS 
?áÆ?á±?áÆ?á±?áÆ?á±?áÆ?á±?áÆ?á±?áÆ?á±?áÆ?á±?áÆ?á±?áÆ?á±?áÆ?á±  = 
????????????????????
Tomorrow = $ 540 - $ 559","Tesla Another GREAT NEWS 
 [Israel]            = 
 [rocket]          
Tomorrow = $ 540 - $ 559",,,,,
107158,2020/11/23,TSLA,excitement,bullish,$TSLA Don't look now but somethings happening ???èæ?àÔ??????íµ,Tesla Don't look now but somethings happening  [folded hands medium dark skin tone]  [airplane]  [rocket]  [full moon]  [dollar banknote],,,,,
107159,2020/11/23,TSLA,excitement,bullish,$TSLA ???????? bread is all I see ????????,Tesla  [baguette bread]     bread is all I see  [money mouth face],,,,,
107160,2020/11/24,TSLA,optimism,bullish,"$TSLA Bought this in March after the sell off and held ever since ?•≥

Almost a 6x bagger now ?í™","Tesla Bought this in March after the sell off and held ever since  [partying face] 

Almost a 6x bagger now  [flexed biceps] ",,,,,
107161,2020/11/24,TSLA,disgust,bullish,$TSLA after hours and this still on fire! ?î•,Tesla after hours and this still on fire!  [fire],,,,,
107162,2020/11/24,NVDA,surprise,bullish,$NVDA  betting against tech stocks!!! ?êª must be crazy,NVIDIA  betting against tech stocks!!!  [bear]  must be crazy,,,,,
107163,2020/11/24,BA,optimism,bullish,$BA CRUSHIN??it! Sky?ôs the limit. BULLS ASSEMBLE ???èΩ?íØ LFG $230 EOD tomorrow,Boeing CRUSHIN??it! Sky?ôs the limit. BULLS ASSEMBLE  [oncoming fist medium skin tone]  [hundred points]  LFG $230 EOD tomorrow,,,,,
107164,2020/11/24,TSLA,anxiety,bullish,$TSLA Where are those Technical experts who were telling us yesterday that it first need to visit $460 to go higher? It?ôs look like it?ôs heading towards $560. Lol ??,Tesla Where are those Technical experts who were telling us yesterday that it first need to visit $460 to go higher? It?ôs look like it?ôs heading towards $560. Lol  [grinning squinting face],,,,,
107165,2020/11/24,TSLA,optimism,bullish,$TSLA I was shopping yesterday adding more shares so happy to see TSLA stay on RIGHT price zone. ??,Tesla I was shopping yesterday adding more shares so happy to see TSLA stay on RIGHT price zone.  [smiling face with sunglasses],,,,,
107166,2020/11/24,TSLA,disgust,bullish,$TSLA holly does this thing have any gas left in its tank ??. No pun intended,Tesla holly does this thing have any gas left in its tank  [face with tears of joy] . No pun intended,,,,,
107167,2020/11/24,TSLA,excitement,bullish,$TSLA 5% PM is what i like to see!! Lets get another 5% throughout the day ????,Tesla 5% PM is what i like to see!! Lets get another 5% throughout the day  [thumbs up],,,,,
107168,2020/11/24,TSLA,excitement,bullish,$TSLA sold 10 contracts because I hit my goal of what I need for my dream house with this last play. Still holding 6 contracts into end of December. Thank you TESLA!!! ??,Tesla sold 10 contracts because I hit my goal of what I need for my dream house with this last play. Still holding 6 contracts into end of December. Thank you TESLA!!!  [fox],,,,,
107169,2020/11/24,TSLA,excitement,bullish,$TSLA Little dip to lure in Bears and then we rip their faces off ??,Tesla Little dip to lure in Bears and then we rip their faces off  [rocket],,,,,
107170,2020/11/24,PFE,anxiety,bearish,"$PFE this price movement is pathetic.... it better shoot up 100%,200%300%. Like a penny stock ????After emergency fda....it looks like....dream it!!!","Pfizer this price movement is pathetic.... it better shoot up 100%,200%300%. Like a penny stock  [beaming face with smiling eyes]  After emergency fda....it looks like....dream it!!!",,,,,
107171,2020/11/24,TSLA,optimism,bullish,$TSLA Tesla $650 by dec 1st ???èº??,Tesla Tesla $650 by dec 1st  [crossed fingers medium light skin tone]  [chart increasing],,,,,
107172,2020/11/24,AMZN,depression,bearish,$AMZN my call options are doomed ! ?ò≠?ò≠?ò≠,Amazon my call options are doomed !  [loudly crying face],,,,,
107173,2020/11/24,TSLA,disgust,bullish,$TSLA so much for trying to buy more below $500 ?§∑?èª?ç‚?Ô∏?Tesla so much for trying to buy more below $500  [man shrugging light skin tone],,,,,,
107174,2020/11/24,TSLA,excitement,bullish,$TSLA When analysts upgraded the price target are only really a few days away ??,Tesla When analysts upgraded the price target are only really a few days away  [rocket],,,,,
107175,2020/11/24,AAPL,ambiguous,bearish,$AAPL Yeah you go bulls. Claim that 0.88 cent rise ??,Apple Yeah you go bulls. Claim that 0.88 cent rise  [thumbs up],,,,,
107176,2020/11/24,TSLA,depression,bullish,$TSLA sold weekly 550 calls ?ò≠?í∞?èß,Tesla sold weekly 550 calls  [loudly crying face]  [money bag]  [ATM sign],,,,,
107177,2020/11/24,TSLA,excitement,bullish,$TSLA took some profits and limited weekly swing down to a few contracts for peace of mind and we are gone for the rest of day - happy trading my friends! Another successful day following goals and rules! ?? 600 tomorrow good night all!,Tesla took some profits and limited weekly swing down to a few contracts for peace of mind and we are gone for the rest of day - happy trading my friends! Another successful day following goals and rules!  [smiling face with sunglasses]  600 tomorrow good night all!,,,,,
107178,2020/11/24,TSLA,optimism,bullish,$TSLA is this price correct or am I really high rn? ?í®,Tesla is this price correct or am I really high rn?  [dashing away],,,,,
107179,2020/11/24,TSLA,excitement,bullish,$TSLA wtffffffffffffffff. We did it guys. Well done to all the holders! Papa Elon we did it again ??????,Tesla wtffffffffffffffff. We did it guys. Well done to all the holders! Papa Elon we did it again  [money mouth face]  [party popper]  [confetti ball],,,,,
107180,2020/11/24,TSLA,excitement,bullish,$TSLA get in it's never late ?í∞?í∞?í∞?í∞?í∞?í∞,Tesla get in it's never late  [money bag],,,,,
107181,2020/11/24,TSLA,disgust,bullish,$TSLA where is that fool calling for 250 by year end? ??,Tesla where is that fool calling for 250 by year end?  [face with tears of joy],,,,,
107182,2020/11/24,TSLA,panic,bullish,"$TSLA I?ôm bullish, I?ôm just anticipating a pullback.

Afraid to hold this overnight honestly ?ò≥??","Tesla I?ôm bullish, I?ôm just anticipating a pullback.

Afraid to hold this overnight honestly  [flushed face]  [face with tears of joy] ",,,,,
107183,2020/11/24,TSLA,belief,bullish,$TSLA ?????????????èº???èº. I lost too much during the pandemic.. Tesla bring it all back to me. ???èº???èº,Tesla  [party popper]  [clinking glasses]   [rocket]   [folded hands medium light skin tone]  . I lost too much during the pandemic.. Tesla bring it all back to me.,,,,,
107184,2020/11/24,BA,anxiety,bullish,$BA I?ôm sensing a reversal tomorrow . ??,Boeing I?ôm sensing a reversal tomorrow .  [face with head bandage],,,,,
107185,2020/11/24,TSLA,disgust,bullish,$TSLA easier to go up then down ??,Tesla easier to go up then down  [smiling face with halo],,,,,
107186,2020/11/25,TSLA,excitement,bullish,"$TSLA in route to $1,000 per share. ??","Tesla in route to $1,000 per share.  [rocket] ",,,,,
107187,2020/11/25,CCL,excitement,bullish,$CCL upgrades likely... too strong after hours... looks like a leak ??????,Carnival upgrades likely... too strong after hours... looks like a leak  [beaming face with smiling eyes]  [party popper]  [rocket],,,,,
107188,2020/11/25,AAPL,anxiety,bullish,$AAPL Wish there was a way to automatically block fools that tag TSLA with ?? instead of having to block them manually.,Apple Wish there was a way to automatically block fools that tag TSLA with  [green apple]  instead of having to block them manually.,,,,,
107189,2020/11/25,TSLA,excitement,bullish,$TSLA no Turkey for you shorts! ?? $600 tomorrow! Battery News! ?? You might as well go looting on Black Friday with all that hate!,Tesla no Turkey for you shorts!  [face with tears of joy]  $600 tomorrow! Battery News!  [battery]  You might as well go looting on Black Friday with all that hate!,,,,,
107190,2020/11/25,TSLA,belief,bullish,$TSLA Bulls hold on to ur stocks. There can be a pullback tomorrow and Friday. We all know this going to $600+ eoy and $1000+ by next year. Keep faith and Trust Tesla ???èª,Tesla Bulls hold on to ur stocks. There can be a pullback tomorrow and Friday. We all know this going to $600+ eoy and $1000+ by next year. Keep faith and Trust Tesla  [crossed fingers light skin tone],,,,,
107191,2020/11/25,AAPL,excitement,bullish,$AAPL Apple EV?? Tickets to the moon on sale ??????,Apple Apple EV?? Tickets to the moon on sale  [rocket],,,,,
107192,2020/11/25,NFLX,belief,bullish,"$NFLX 800 by the end of 2021. Netflix is just getting started fam, get in before ppl realize how cheap this company is right now. ?í∞","Netflix 800 by the end of 2021. Netflix is just getting started fam, get in before ppl realize how cheap this company is right now.  [money bag] ",,,,,
107193,2020/11/25,BABA,excitement,bullish,"$BABA the best at the market, put ur sit belt guys we going to the moon??","Alibaba the best at the market, put ur sit belt guys we going to the moon [rocket] ",,,,,
107194,2020/11/25,BABA,excitement,bullish,"$BABA I am a simple guy. I see baba dip, I buy ?§°??","Alibaba I am a simple guy. I see baba dip, I buy  [clown face]  [OK hand] ",,,,,
107195,2020/11/25,TSLA,disgust,bullish,$TSLA this is the morning dip ??,Tesla this is the morning dip  [face with tears of joy],,,,,
107196,2020/11/25,TSLA,panic,bullish,$TSLA Just cause of a minor very minor dip I bet we gonna see lots of bears ?êª posting negative,Tesla Just cause of a minor very minor dip I bet we gonna see lots of bears  [bear]  posting negative,,,,,
107197,2020/11/25,TSLA,optimism,bullish,$TSLA hahaha omg it?ôs crashing lol ?? just a correction and small pullback . I?ôm up over 100 a share still so yeah not selling at all,Tesla hahaha omg it?ôs crashing lol  [face with tears of joy]  just a correction and small pullback . I?ôm up over 100 a share still so yeah not selling at all,,,,,
107198,2020/11/25,TSLA,anxiety,bullish,$TSLA patterns.....2 up ..... pull back to feed the bear...reload....smash the bear ??,Tesla patterns.....2 up ..... pull back to feed the bear...reload....smash the bear  [winking face],,,,,
107199,2020/11/25,AAPL,excitement,bullish,$AAPL We will hit 117 in 10 min when market opens ?? let?ôs go,Apple We will hit 117 in 10 min when market opens  [rocket]  let?ôs go,,,,,
107200,2020/11/25,BA,depression,bullish,"$BA ?? for buy in if you want to drop it again, so be it. Good year on Boeing stock!","Boeing  [eyes]  for buy in if you want to drop it again, so be it. Good year on Boeing stock!",,,,,
107201,2020/11/25,AAPL,anxiety,bullish,"$AAPL who bought some calls at the end of yesterday???

Money ?í∞ printing machine","Apple who bought some calls at the end of yesterday???

Money  [money bag]  printing machine",,,,,
107202,2020/11/25,PFE,anxiety,bullish,$PFE adding here when it?ôs cheap. A little birdie told me vaccine going into arms of hospital staff on week of 15th ????,Pfizer adding here when it?ôs cheap. A little birdie told me vaccine going into arms of hospital staff on week of 15th  [eyes]  [syringe],,,,,
107203,2020/11/25,TSLA,belief,bullish,"$TSLA MM buying back calls, ?? in a few.","Tesla MM buying back calls,  [rocket]  in a few.",,,,,
107204,2020/11/25,AAPL,belief,bullish,$AAPL Time for Apple to stop lagging under $120??,Apple Time for Apple to stop lagging under $120 [winking face],,,,,
107205,2020/11/25,TSLA,optimism,bullish,$TSLA BULLS lets bring this back to $560+ ?í™?èΩ,Tesla BULLS lets bring this back to $560+  [flexed biceps medium skin tone],,,,,
107206,2020/11/25,PFE,optimism,bullish,$PFE here comes the reverse ???????? to the mooonn,Pfizer here comes the reverse  [rocket]     to the mooonn,,,,,
107207,2020/11/25,PFE,anxiety,bullish,$PFE  U.K. approval by end of the day.   ???èª,Pfizer  U.K. approval by end of the day.    [crossed fingers light skin tone],,,,,
107208,2020/11/25,MSFT,optimism,bullish,"$MSFT Katie senior analyst at our firm. Is making money, in shower.. congratulations Katie Party ?? time","Microsoft Katie senior analyst at our firm. Is making money, in shower.. congratulations Katie Party  [party popper]  time",,,,,
107209,2020/11/25,TSLA,optimism,bullish,$TSLA other stocks ain?ôt doing much rn.. but TSLA doe...?í™?èª?í™?èª,Tesla other stocks ain?ôt doing much rn.. but TSLA doe... [flexed biceps light skin tone],,,,,
107210,2020/11/25,TSLA,excitement,bullish,$TSLA can't wait to buy a Tesla with my Tesla gains! ????????,Tesla can't wait to buy a Tesla with my Tesla gains!  [rocket],,,,,
107211,2020/11/25,BABA,excitement,bullish,$BABA everyone so mad this is up 10% in the last week from the lows chill ??????,Alibaba everyone so mad this is up 10% in the last week from the lows chill  [face with tears of joy],,,,,
107212,2020/11/25,BA,surprise,bearish,"$BA 15 Return 43% VS CAPM expected 16% = excesses return 27.9% 
Time for a correction ?åÔ?","Boeing 15 Return 43% VS CAPM expected 16% = excesses return 27.9% 
Time for a correction  [victory hand] ",,,,,
107213,2020/11/25,TSLA,anxiety,bullish,$TSLA Buy now before Elon?ôs press release- autonomous Flying cars in a tubes ?àÔ?. Heard it here first ??,Tesla Buy now before Elon?ôs press release- autonomous Flying cars in a tubes  [airplane] . Heard it here first  [squinting face with tongue],,,,,
107214,2020/11/26,TSLA,excitement,bullish,"$TSLA Great thanks giving close!
Happy Thanksgiving everyone ??","Tesla Great thanks giving close!
Happy Thanksgiving everyone  [grinning face] ",,,,,
107215,2020/11/26,AMZN,belief,bullish,$AMZN finally some good green. My teeth were so brown after eating ?í©for weeks! But we made bank today bro! $$$,Amazon finally some good green. My teeth were so brown after eating  [pile of poo] for weeks! But we made bank today bro! $$$,,,,,
